,Sno,Province/State,Country,Last Update,Confirmed,Deaths,Recovered,lat_long
60,61,Shaanxi,Mainland China,1/23/20 12:00 PM,3.0,0.0,0.0,"(36.0, 109.0)"
61,62,Shandong,Mainland China,1/23/20 12:00 PM,6.0,0.0,0.0,"(36.0000001, 118.9999999)"
62,63,Shanghai,Mainland China,1/23/20 12:00 PM,16.0,0.0,0.0,"(31.2322758, 121.4692071)"
63,64,Shanxi,Mainland China,1/23/20 12:00 PM,1.0,0.0,0.0,"(37.0, 112.0)"
64,65,Sichuan,Mainland China,1/23/20 12:00 PM,8.0,0.0,0.0,"(30.5000001, 102.4999999)"
65,66,Taiwan,Taiwan,1/23/20 12:00 PM,1.0,0.0,0.0,"(23.9739374, 120.9820179)"
66,67,Tianjin,Mainland China,1/23/20 12:00 PM,4.0,0.0,0.0,"(39.1235635, 117.1980785)"
67,68,Tibet,Mainland China,1/23/20 12:00 PM,0.0,0.0,0.0,"(31.894343149999997, 87.07813712706509)"
68,69,Washington,US,1/23/20 12:00 PM,1.0,0.0,0.0,"(38.8948932, -77.0365529)"
69,70,Xinjiang,Mainland China,1/23/20 12:00 PM,2.0,0.0,0.0,"(41.7574769, 87.16738423046897)"
70,71,Yunnan,Mainland China,1/23/20 12:00 PM,2.0,0.0,0.0,"(25.0, 102.0)"
71,72,Zhejiang,Mainland China,1/23/20 12:00 PM,27.0,0.0,0.0,"(29.0000001, 119.9999999)"
72,73,,Japan,1/23/20 12:00 PM,1.0,0.0,0.0,"(46.3144754, 11.0480288)"
73,74,,Thailand,1/23/20 12:00 PM,3.0,0.0,0.0,"(46.3144754, 11.0480288)"
74,75,,South Korea,1/23/20 12:00 PM,1.0,0.0,0.0,"(46.3144754, 11.0480288)"
75,76,,Singapore,1/23/20 12:00 PM,1.0,0.0,0.0,"(46.3144754, 11.0480288)"
76,77,,Philippines,1/23/20 12:00 PM,0.0,0.0,0.0,"(46.3144754, 11.0480288)"
77,78,,Malaysia,1/23/20 12:00 PM,0.0,0.0,0.0,"(46.3144754, 11.0480288)"
78,79,,Vietnam,1/23/20 12:00 PM,2.0,0.0,0.0,"(46.3144754, 11.0480288)"
79,80,,Australia,1/23/20 12:00 PM,0.0,0.0,0.0,"(46.3144754, 11.0480288)"
80,81,,Mexico,1/23/20 12:00 PM,0.0,0.0,0.0,"(46.3144754, 11.0480288)"
81,82,,Brazil,1/23/20 12:00 PM,0.0,0.0,0.0,"(46.3144754, 11.0480288)"
82,83,Hubei,Mainland China,1/24/2020 12:00 PM,549.0,24.0,31.0,"(31.15172525, 112.87832224656043)"
83,84,Guangdong,Mainland China,1/24/2020 12:00 PM,53.0,0.0,2.0,"(23.1357694, 113.1982688)"
84,85,Zhejiang,Mainland China,1/24/2020 12:00 PM,43.0,0.0,1.0,"(29.0000001, 119.9999999)"
85,86,Beijing,Mainland China,1/24/2020 12:00 PM,36.0,0.0,1.0,"(39.906217, 116.3912757)"
86,87,Chongqing,Mainland China,1/24/2020 12:00 PM,27.0,0.0,0.0,"(30.05518, 107.8748712)"
87,88,Hunan,Mainland China,1/24/2020 12:00 PM,24.0,0.0,0.0,"(27.9995878, 112.009538)"
88,89,Guangxi,Mainland China,1/24/2020 12:00 PM,23.0,0.0,0.0,"(24.0, 109.0)"
89,90,Shanghai,Mainland China,1/24/2020 12:00 PM,20.0,0.0,1.0,"(31.2322758, 121.4692071)"
90,91,Jiangxi,Mainland China,1/24/2020 12:00 PM,18.0,0.0,0.0,"(28.0, 116.0)"
91,92,Sichuan,Mainland China,1/24/2020 12:00 PM,15.0,0.0,0.0,"(30.5000001, 102.4999999)"
92,93,Shandong,Mainland China,1/24/2020 12:00 PM,15.0,0.0,0.0,"(36.0000001, 118.9999999)"
93,94,Anhui,Mainland China,1/24/2020 12:00 PM,15.0,0.0,0.0,"(32.0, 117.0)"
94,95,Fujian,Mainland China,1/24/2020 12:00 PM,10.0,0.0,0.0,"(26.5450001, 117.842778)"
95,96,Henan,Mainland China,1/24/2020 12:00 PM,9.0,0.0,0.0,"(34.0000001, 113.9999999)"
96,97,Jiangsu,Mainland China,1/24/2020 12:00 PM,9.0,0.0,0.0,"(33.0000001, 119.9999999)"
97,98,Hainan,Mainland China,1/24/2020 12:00 PM,8.0,0.0,0.0,"(19.2000001, 109.5999999)"
98,99,Tianjin,Mainland China,1/24/2020 12:00 PM,8.0,0.0,0.0,"(39.1235635, 117.1980785)"
99,100,Yunnan,Mainland China,1/24/2020 12:00 PM,5.0,0.0,0.0,"(25.0, 102.0)"
