,Sno,Province/State,Country,Last Update,Confirmed,Deaths,Recovered,lat_long
339,340,Xinjiang,Mainland China,1/29/2020 21:00,14.0,0.0,0.0,"(41.7574769, 87.16738423046897)"
340,341,Guizhou,Mainland China,1/29/2020 21:00,12.0,0.0,1.0,"(27.0, 107.0)"
341,342,Ningxia,Mainland China,1/29/2020 21:00,12.0,0.0,0.0,"(37.0000001, 105.9999999)"
342,343,Hong Kong,Hong Kong,1/29/2020 21:00,10.0,0.0,0.0,"(22.2793278, 114.1628131)"
343,344,Taiwan,Taiwan,1/29/2020 21:00,8.0,0.0,0.0,"(23.9739374, 120.9820179)"
344,345,Macau,Macau,1/29/2020 21:00,7.0,0.0,0.0,"(22.1757605, 113.5514142)"
345,346,Qinghai,Mainland China,1/29/2020 21:00,6.0,0.0,0.0,"(35.40709525, 95.95211573241954)"
346,347,Tibet,Mainland China,1/29/2020 21:00,1.0,0.0,0.0,"(31.894343149999997, 87.07813712706509)"
347,348,Washington,US,1/29/2020 21:00,1.0,0.0,0.0,"(38.8948932, -77.0365529)"
348,349,Illinois,US,1/29/2020 21:00,1.0,0.0,0.0,"(40.0796606, -89.4337288)"
349,350,California,US,1/29/2020 21:00,2.0,0.0,0.0,"(36.7014631, -118.7559974)"
350,351,Arizona,US,1/29/2020 21:00,1.0,0.0,0.0,"(34.395342, -111.7632755)"
351,352,,Japan,1/29/2020 21:00,11.0,0.0,1.0,"(46.3144754, 11.0480288)"
352,353,,Thailand,1/29/2020 21:00,14.0,0.0,5.0,"(46.3144754, 11.0480288)"
353,354,,South Korea,1/29/2020 21:00,4.0,0.0,0.0,"(46.3144754, 11.0480288)"
354,355,,Singapore,1/29/2020 21:00,10.0,0.0,0.0,"(46.3144754, 11.0480288)"
355,356,,Vietnam,1/29/2020 21:00,2.0,0.0,0.0,"(46.3144754, 11.0480288)"
356,357,,France,1/29/2020 21:00,5.0,0.0,0.0,"(46.3144754, 11.0480288)"
357,358,,Nepal,1/29/2020 21:00,1.0,0.0,0.0,"(46.3144754, 11.0480288)"
358,359,,Malaysia,1/29/2020 21:00,7.0,0.0,0.0,"(46.3144754, 11.0480288)"
359,360,Ontario,Canada,1/29/2020 21:00,2.0,0.0,0.0,"(50.000678, -86.000977)"
360,361,British Columbia,Canada,1/29/2020 21:00,1.0,0.0,0.0,"(55.001251, -125.002441)"
361,362,,Cambodia,1/29/2020 21:00,1.0,0.0,0.0,"(46.3144754, 11.0480288)"
362,363,,Sri Lanka,1/29/2020 21:00,1.0,0.0,0.0,"(46.3144754, 11.0480288)"
363,364,New South Wales,Australia,1/29/2020 21:00,4.0,0.0,0.0,"(-31.8759835, 147.2869493)"
364,365,Victoria,Australia,1/29/2020 21:00,2.0,0.0,0.0,"(-36.5986096, 144.6780052)"
365,366,Queensland,Australia,1/29/2020 21:00,1.0,0.0,0.0,"(-22.1646782, 144.5844903)"
366,367,Bavaria,Germany,1/29/2020 21:00,4.0,0.0,0.0,"(48.9467562, 11.4038717)"
367,368,,Finland,1/29/2020 21:00,1.0,0.0,0.0,"(46.3144754, 11.0480288)"
