,Sno,Province/State,Country,Last Update,Confirmed,Deaths,Recovered,lat_long
144,145,Shanxi,Mainland China,1/25/2020 12:00 PM,9.0,0.0,0.0,"(37.0, 112.0)"
145,146,Inner Mongolia,Mainland China,1/25/2020 12:00 PM,7.0,0.0,0.0,"(43.2443242, 114.3251664)"
146,147,Gansu,Mainland China,1/25/2020 12:00 PM,7.0,0.0,0.0,"(38.0000001, 101.9999999)"
147,148,Guizhou,Mainland China,1/25/2020 12:00 PM,5.0,0.0,0.0,"(27.0, 107.0)"
148,149,Hong Kong,Hong Kong,1/25/2020 12:00 PM,5.0,0.0,0.0,"(22.2793278, 114.1628131)"
149,150,Ningxia,Mainland China,1/25/2020 12:00 PM,4.0,0.0,0.0,"(37.0000001, 105.9999999)"
150,151,Jilin,Mainland China,1/25/2020 12:00 PM,4.0,0.0,0.0,"(42.9995032, 125.9816054)"
151,152,Xinjiang,Mainland China,1/25/2020 12:00 PM,4.0,0.0,0.0,"(41.7574769, 87.16738423046897)"
152,153,Taiwan,Taiwan,1/25/2020 12:00 PM,3.0,0.0,0.0,"(23.9739374, 120.9820179)"
153,154,Macau,Macau,1/25/2020 12:00 PM,2.0,0.0,0.0,"(22.1757605, 113.5514142)"
154,155,Qinghai,Mainland China,1/25/2020 12:00 PM,1.0,0.0,0.0,"(35.40709525, 95.95211573241954)"
155,156,Washington,US,1/25/2020 12:00 PM,1.0,0.0,0.0,"(38.8948932, -77.0365529)"
156,157,Illinois,US,1/25/2020 12:00 PM,1.0,0.0,0.0,"(40.0796606, -89.4337288)"
157,158,,Japan,1/25/2020 12:00 PM,2.0,0.0,0.0,"(46.3144754, 11.0480288)"
158,159,,Thailand,1/25/2020 12:00 PM,7.0,0.0,0.0,"(46.3144754, 11.0480288)"
159,160,,South Korea,1/25/2020 12:00 PM,3.0,0.0,0.0,"(46.3144754, 11.0480288)"
160,161,,Singapore,1/25/2020 12:00 PM,3.0,0.0,0.0,"(46.3144754, 11.0480288)"
161,162,,Vietnam,1/25/2020 12:00 PM,2.0,0.0,0.0,"(46.3144754, 11.0480288)"
162,163,,France,1/25/2020 12:00 PM,3.0,0.0,0.0,"(46.3144754, 11.0480288)"
163,164,,Australia,1/25/2020 12:00 PM,4.0,0.0,0.0,"(46.3144754, 11.0480288)"
164,165,,Nepal,1/25/2020 12:00 PM,1.0,0.0,0.0,"(46.3144754, 11.0480288)"
165,166,Hubei,Mainland China,1/26/2020 23:00,1423.0,76.0,44.0,"(31.15172525, 112.87832224656043)"
166,167,Guangdong,Mainland China,1/26/2020 23:00,146.0,0.0,2.0,"(23.1357694, 113.1982688)"
167,168,Zhejiang,Mainland China,1/26/2020 23:00,128.0,0.0,1.0,"(29.0000001, 119.9999999)"
168,169,Henan,Mainland China,1/26/2020 23:00,128.0,1.0,0.0,"(34.0000001, 113.9999999)"
169,170,Chongqing,Mainland China,1/26/2020 23:00,110.0,0.0,0.0,"(30.05518, 107.8748712)"
170,171,Hunan,Mainland China,1/26/2020 23:00,100.0,0.0,0.0,"(27.9995878, 112.009538)"
171,172,Anhui,Mainland China,1/26/2020 23:00,70.0,0.0,0.0,"(32.0, 117.0)"
172,173,Sichuan,Mainland China,1/26/2020 23:00,69.0,0.0,0.0,"(30.5000001, 102.4999999)"
173,174,Beijing,Mainland China,1/26/2020 23:00,68.0,0.0,2.0,"(39.906217, 116.3912757)"
174,175,Shandong,Mainland China,1/26/2020 23:00,63.0,0.0,0.0,"(36.0000001, 118.9999999)"
175,176,Shanghai,Mainland China,1/26/2020 23:00,53.0,1.0,1.0,"(31.2322758, 121.4692071)"
176,177,Jiangxi,Mainland China,1/26/2020 23:00,48.0,0.0,0.0,"(28.0, 116.0)"
177,178,Jiangsu,Mainland China,1/26/2020 23:00,47.0,0.0,1.0,"(33.0000001, 119.9999999)"
178,179,Guangxi,Mainland China,1/26/2020 23:00,46.0,0.0,0.0,"(24.0, 109.0)"
179,180,Fujian,Mainland China,1/26/2020 23:00,35.0,0.0,0.0,"(26.5450001, 117.842778)"
180,181,Liaoning,Mainland China,1/26/2020 23:00,23.0,0.0,0.0,"(40.9975197, 122.9955469)"
181,182,Hainan,Mainland China,1/26/2020 23:00,22.0,0.0,0.0,"(19.2000001, 109.5999999)"
182,183,Shaanxi,Mainland China,1/26/2020 23:00,22.0,0.0,0.0,"(36.0, 109.0)"
183,184,Heilongjiang,Mainland China,1/26/2020 23:00,21.0,1.0,0.0,"(48.0000047, 127.999992)"
184,185,Yunnan,Mainland China,1/26/2020 23:00,19.0,0.0,0.0,"(25.0, 102.0)"
185,186,Hebei,Mainland China,1/26/2020 23:00,18.0,1.0,0.0,"(39.0000001, 116.0)"
186,187,Tianjin,Mainland China,1/26/2020 23:00,14.0,0.0,0.0,"(39.1235635, 117.1980785)"
187,188,Gansu,Mainland China,1/26/2020 23:00,14.0,0.0,0.0,"(38.0000001, 101.9999999)"
188,189,Shanxi,Mainland China,1/26/2020 23:00,13.0,0.0,0.0,"(37.0, 112.0)"
189,190,Inner Mongolia,Mainland China,1/26/2020 23:00,11.0,0.0,0.0,"(43.2443242, 114.3251664)"
190,191,Hong Kong,Hong Kong,1/26/2020 23:00,8.0,0.0,0.0,"(22.2793278, 114.1628131)"
191,192,Guizhou,Mainland China,1/26/2020 23:00,7.0,0.0,0.0,"(27.0, 107.0)"
192,193,Jilin,Mainland China,1/26/2020 23:00,6.0,0.0,0.0,"(42.9995032, 125.9816054)"
193,194,Macau,Macau,1/26/2020 23:00,6.0,0.0,0.0,"(22.1757605, 113.5514142)"
194,195,Xinjiang,Mainland China,1/26/2020 23:00,5.0,0.0,0.0,"(41.7574769, 87.16738423046897)"
195,196,Ningxia,Mainland China,1/26/2020 23:00,4.0,0.0,0.0,"(37.0000001, 105.9999999)"
196,197,Taiwan,Taiwan,1/26/2020 23:00,4.0,0.0,0.0,"(23.9739374, 120.9820179)"
197,198,Qinghai,Mainland China,1/26/2020 23:00,4.0,0.0,0.0,"(35.40709525, 95.95211573241954)"
198,199,Washington,US,1/26/2020 23:00,1.0,0.0,0.0,"(38.8948932, -77.0365529)"
199,200,Illinois,US,1/26/2020 23:00,1.0,0.0,0.0,"(40.0796606, -89.4337288)"
